#    iter       q 
     0 1.8594603015
  2423 1.1176776874e+00 8.8702579110e-02
  2425 1.1134904262e+00 8.8525260526e-02
  2427 1.1127005750e+00 8.8348296224e-02
  2429 1.1102650339e+00 8.8171685497e-02
  2431 1.1127005750e+00 8.7995427639e-02
  2433 1.1123824061e+00 8.7819521944e-02
  2435 1.1143615917e+00 8.7643967709e-02
  2437 1.1143615917e+00 8.7468764231e-02
  2439 1.1037359843e+00 8.7293910811e-02
  2441 1.0796534276e+00 8.7119406747e-02
  2443 1.0491800741e+00 8.6945251343e-02
  2445 1.0480694038e+00 8.6771443902e-02
  2447 1.0483561260e+00 8.6597983728e-02
  2449 1.0484397707e+00 8.6424870128e-02
  2451 1.0484665431e+00 8.6252102409e-02
  2453 1.0196155051e+00 8.6079679880e-02
  2455 1.0193319863e+00 8.5907601852e-02
  2457 1.0217176093e+00 8.5735867636e-02
  2459 1.0216883482e+00 8.5564476545e-02
  2461 1.0174455377e+00 8.5393427893e-02
  2463 1.0177099660e+00 8.5222720997e-02
  2465 1.0049947033e+00 8.5052355174e-02
  2467 1.0100405608e+00 8.4882329742e-02
  2469 1.0101669927e+00 8.4712644020e-02
  2471 1.0047737371e+00 8.4543297332e-02
  2473 1.0048888319e+00 8.4374288998e-02
  2475 1.0045905998e+00 8.4205618342e-02
  2477 1.0185575163e+00 8.4037284692e-02
  2479 1.0055660972e+00 8.3869287372e-02
  2481 1.0092364772e+00 8.3701625710e-02
  2483 1.0089339283e+00 8.3534299037e-02
  2485 1.0080006089e+00 8.3367306683e-02
  2487 1.0226892485e+00 8.3200647980e-02
  2489 1.0187294111e+00 8.3034322261e-02
  2491 1.0187641404e+00 8.2868328862e-02
  2493 1.0075192916e+00 8.2702667117e-02
  2495 1.0007618643e+00 8.2537336365e-02
  2497 9.9837296396e-01 8.2372335943e-02
  2499 9.9956393996e-01 8.2207665193e-02
  2501 9.9964692800e-01 8.2043323455e-02
  2503 9.9976755379e-01 8.1879310072e-02
  2505 9.9930870775e-01 8.1715624389e-02
  2507 9.9927382358e-01 8.1552265749e-02
  2509 1.0074384826e+00 8.1389233500e-02
  2511 1.0078136806e+00 8.1226526990e-02
  2513 1.0043790524e+00 8.1064145567e-02
  2515 1.0044975532e+00 8.0902088583e-02
  2517 1.0029973045e+00 8.0740355389e-02
  2519 1.0042369552e+00 8.0578945338e-02
  2521 1.0041684121e+00 8.0417857785e-02
  2523 1.0040424228e+00 8.0257092085e-02
  2525 1.0029586439e+00 8.0096647594e-02
  2527 1.0024672569e+00 7.9936523673e-02
  2529 1.0012131576e+00 7.9776719678e-02
  2531 9.9931869103e-01 7.9617234973e-02
  2533 9.9922540065e-01 7.9458068918e-02
  2535 9.9981614811e-01 7.9299220877e-02
  2537 9.9993942952e-01 7.9140690215e-02
  2539 1.0007882173e+00 7.8982476297e-02
  2541 1.0010348633e+00 7.8824578491e-02
  2543 1.0004933089e+00 7.8666996165e-02
  2545 9.9850396600e-01 7.8509728689e-02
  2547 1.0009127903e+00 7.8352775433e-02
  2549 1.0009224010e+00 7.8196135770e-02
  2551 9.9982041479e-01 7.8039809073e-02
  2553 1.0006914459e+00 7.7883794717e-02
  2555 1.0015148220e+00 7.7728092079e-02
  2557 1.0006035121e+00 7.7572700534e-02
  2559 1.0034135566e+00 7.7417619462e-02
  2561 9.9919773639e-01 7.7262848241e-02
  2563 9.9936530185e-01 7.7108386254e-02
  2565 9.9909295511e-01 7.6954232883e-02
  2567 9.9914495817e-01 7.6800387510e-02
  2569 9.9941821721e-01 7.6646849520e-02
  2571 1.0003299462e+00 7.6493618299e-02
  2573 1.0004364118e+00 7.6340693235e-02
  2575 1.0008340228e+00 7.6188073714e-02
  2577 1.0006450663e+00 7.6035759128e-02
  2579 1.0005727627e+00 7.5883748867e-02
  2581 1.0070173239e+00 7.5732042322e-02
  2583 1.0077661917e+00 7.5580638888e-02
  2585 1.0077223393e+00 7.5429537957e-02
  2587 1.0084090219e+00 7.5278738927e-02
  2589 1.0083269104e+00 7.5128241193e-02
  2591 1.0048485466e+00 7.4978044154e-02
  2593 1.0175858616e+00 7.4828147208e-02
  2595 1.0181633344e+00 7.4678549757e-02
  2597 1.0187136137e+00 7.4529251202e-02
  2599 1.0301257366e+00 7.4380250945e-02
  2601 1.0301257366e+00 7.4231548392e-02
  2603 1.0297404206e+00 7.4083142946e-02
  2605 1.0315108691e+00 7.3935034014e-02
  2607 1.0341768662e+00 7.3787221005e-02
  2609 1.0369265696e+00 7.3639703325e-02
  2611 1.0637268004e+00 7.3492480387e-02
  2613 1.0634430036e+00 7.3345551600e-02
  2615 1.0618164317e+00 7.3198916377e-02
  2617 1.0620412705e+00 7.3052574131e-02
  2619 1.0582662459e+00 7.2906524277e-02
  2621 1.0591434267e+00 7.2760766231e-02
  2623 1.0594221896e+00 7.2615299410e-02
  2625 1.0591707616e+00 7.2470123232e-02
  2627 1.0588929636e+00 7.2325237116e-02
  2629 1.0584924483e+00 7.2180640483e-02
  2631 1.0549591907e+00 7.2036332753e-02
  2633 1.0549591907e+00 7.1892313351e-02
  2635 1.0552866391e+00 7.1748581700e-02
  2637 1.0549944050e+00 7.1605137225e-02
  2639 1.0549944050e+00 7.1461979352e-02
  2641 1.0555819556e+00 7.1319107509e-02
  2643 1.0571167742e+00 7.1176521124e-02
  2645 1.0570557025e+00 7.1034219627e-02
  2647 1.0711705168e+00 7.0892202448e-02
  2649 1.0752379470e+00 7.0750469020e-02
  2651 1.0751528075e+00 7.0609018775e-02
  2653 1.0744252753e+00 7.0467851148e-02
  2655 1.0681187241e+00 7.0326965575e-02
  2657 1.0688011100e+00 7.0186361490e-02
  2659 1.0681187241e+00 7.0046038333e-02
  2661 1.0678734854e+00 6.9905995542e-02
  2663 1.0684880586e+00 6.9766232557e-02
  2665 1.0680998716e+00 6.9626748818e-02
  2667 1.0360738586e+00 6.9487543768e-02
  2669 1.0467779725e+00 6.9348616849e-02
  2671 1.0410807697e+00 6.9209967507e-02
  2673 1.0512064947e+00 6.9071595187e-02
  2675 1.0512193597e+00 6.8933499334e-02
  2677 1.0515314847e+00 6.8795679397e-02
  2679 1.0499531122e+00 6.8658134825e-02
  2681 1.0509078321e+00 6.8520865067e-02
  2683 1.0508134968e+00 6.8383869574e-02
  2685 1.0540806709e+00 6.8247147798e-02
  2687 1.0284839101e+00 6.8110699193e-02
  2689 1.0323200700e+00 6.7974523212e-02
  2691 1.0318453015e+00 6.7838619311e-02
  2693 1.0318453015e+00 6.7702986946e-02
  2695 1.0314887930e+00 6.7567625574e-02
  2697 1.0590321113e+00 6.7432534655e-02
  2699 1.0595283562e+00 6.7297713648e-02
  2701 1.0584721713e+00 6.7163162013e-02
  2703 1.0502247908e+00 6.7028879212e-02
  2705 1.0515451802e+00 6.6894864709e-02
  2707 1.0512482138e+00 6.6761117967e-02
  2709 1.0852225746e+00 6.6627638451e-02
  2711 1.0924638483e+00 6.6494425628e-02
  2713 1.0973441310e+00 6.6361478963e-02
  2715 1.0951592266e+00 6.6228797927e-02
  2717 1.0952617136e+00 6.6096381987e-02
  2719 1.1320568954e+00 6.5964230614e-02
  2721 1.1275705058e+00 6.5832343280e-02
  2723 1.1253424995e+00 6.5700719458e-02
  2725 1.1277652988e+00 6.5569358619e-02
  2727 1.1278729225e+00 6.5438260240e-02
  2729 1.1278729225e+00 6.5307423796e-02
  2731 1.1220524792e+00 6.5176848763e-02
  2733 1.1316207031e+00 6.5046534619e-02
  2735 1.0887240383e+00 6.4916480843e-02
  2737 1.0843491982e+00 6.4786686914e-02
  2739 1.0461845485e+00 6.4657152314e-02
  2741 1.0803767743e+00 6.4527876524e-02
  2743 1.0803767743e+00 6.4398859028e-02
  2745 1.0798034407e+00 6.4270099309e-02
  2747 1.0798034407e+00 6.4141596851e-02
  2749 1.0818932904e+00 6.4013351142e-02
  2751 1.0819285847e+00 6.3885361668e-02
  2753 1.1314655372e+00 6.3757627917e-02
  2755 1.1307534402e+00 6.3630149378e-02
  2757 1.1310510769e+00 6.3502925542e-02
  2759 1.1095578407e+00 6.3375955899e-02
  2761 1.1010674521e+00 6.3249239941e-02
  2763 1.1010426268e+00 6.3122777162e-02
  2765 1.1009189860e+00 6.2996567056e-02
  2767 1.1508249529e+00 6.2870609118e-02
  2769 1.1506290379e+00 6.2744902844e-02
  2771 1.1504229018e+00 6.2619447731e-02
  2773 1.1504266176e+00 6.2494243278e-02
  2775 1.1484615197e+00 6.2369288983e-02
  2777 1.1722632780e+00 6.2244584347e-02
  2779 1.1537523282e+00 6.2120128872e-02
  2781 1.1537523282e+00 6.1995922058e-02
  2783 1.1512225583e+00 6.1871963410e-02
  2785 1.2086855012e+00 6.1748252431e-02
  2787 1.1933272858e+00 6.1624788627e-02
  2789 1.1940726669e+00 6.1501571504e-02
  2791 1.2287899440e+00 6.1378600569e-02
  2793 1.2292421892e+00 6.1255875330e-02
  2795 1.1851636717e+00 6.1133395297e-02
  2797 1.1724857051e+00 6.1011159978e-02
  2799 1.1869461650e+00 6.0889168886e-02
  2801 1.1869461650e+00 6.0767421532e-02
  2803 1.1869357384e+00 6.0645917430e-02
  2805 1.1840015348e+00 6.0524656093e-02
  2807 1.1840015348e+00 6.0403637036e-02
  2809 1.1777356159e+00 6.0282859775e-02
  2811 1.1958628504e+00 6.0162323828e-02
  2813 1.1957987547e+00 6.0042028711e-02
  2815 1.1957987547e+00 5.9921973945e-02
  2817 1.1986706474e+00 5.9802159048e-02
  2819 1.1929838568e+00 5.9682583541e-02
  2821 1.1965607632e+00 5.9563246946e-02
  2823 1.1721306229e+00 5.9444148786e-02
  2825 1.1721306229e+00 5.9325288585e-02
  2827 1.1722647621e+00 5.9206665866e-02
  2829 1.1867074849e+00 5.9088280155e-02
  2831 1.1866052290e+00 5.8970130979e-02
  2833 1.1381101759e+00 5.8852217866e-02
  2835 1.1384099276e+00 5.8734540343e-02
  2837 1.1394728929e+00 5.8617097940e-02
  2839 1.1579963322e+00 5.8499890187e-02
  2841 1.1578811413e+00 5.8382916615e-02
  2843 1.1578811413e+00 5.8266176757e-02
  2845 1.1578811413e+00 5.8149670145e-02
  2847 1.1875109306e+00 5.8033396313e-02
  2849 1.1868450097e+00 5.7917354796e-02
  2851 1.1868450097e+00 5.7801545131e-02
  2853 1.1939542725e+00 5.7685966854e-02
  2855 1.1941837011e+00 5.7570619502e-02
  2857 1.1941837011e+00 5.7455502614e-02
  2859 1.1941837011e+00 5.7340615730e-02
  2861 1.1944605343e+00 5.7225958390e-02
  2863 1.1947039883e+00 5.7111530136e-02
  2865 1.1975197477e+00 5.6997330509e-02
  2867 1.2038301517e+00 5.6883359054e-02
  2869 1.2038301517e+00 5.6769615313e-02
  2871 1.2038301517e+00 5.6656098833e-02
  2873 1.2038973389e+00 5.6542809159e-02
  2875 1.1486670829e+00 5.6429745837e-02
  2877 1.1432481104e+00 5.6316908417e-02
  2879 1.1432377301e+00 5.6204296446e-02
  2881 1.1419668605e+00 5.6091909473e-02
  2883 1.1420033205e+00 5.5979747050e-02
  2885 1.1420033205e+00 5.5867808728e-02
  2887 1.1408055859e+00 5.5756094058e-02
  2889 1.1319829776e+00 5.5644602595e-02
  2891 1.1312710292e+00 5.5533333891e-02
  2893 1.1312710292e+00 5.5422287503e-02
  2895 1.1304649891e+00 5.5311462985e-02
  2897 1.1274846857e+00 5.5200859895e-02
  2899 1.1272993703e+00 5.5090477790e-02
  2901 1.1272773428e+00 5.4980316229e-02
  2903 1.1272773428e+00 5.4870374771e-02
  2905 1.1274282565e+00 5.4760652976e-02
  2907 1.1288543943e+00 5.4651150405e-02
  2909 1.1445568846e+00 5.4541866620e-02
  2911 1.1389711847e+00 5.4432801185e-02
  2913 1.1437951310e+00 5.4323953662e-02
  2915 1.1492211742e+00 5.4215323617e-02
  2917 1.1492211742e+00 5.4106910615e-02
  2919 1.1490378796e+00 5.3998714222e-02
  2921 1.1601473590e+00 5.3890734006e-02
  2923 1.1623960892e+00 5.3782969535e-02
  2925 1.1492186979e+00 5.3675420376e-02
  2927 1.1183190896e+00 5.3568086102e-02
  2929 1.1197552724e+00 5.3460966281e-02
  2931 1.1097952197e+00 5.3354060486e-02
  2933 1.1406617336e+00 5.3247368289e-02
  2935 1.1406002699e+00 5.3140889263e-02
  2937 1.1406617336e+00 5.3034622982e-02
  2939 1.1226003679e+00 5.2928569021e-02
  2941 1.1406617336e+00 5.2822726957e-02
  2943 1.1421519144e+00 5.2717096365e-02
  2945 1.1420886995e+00 5.2611676823e-02
  2947 1.1433481242e+00 5.2506467909e-02
  2949 1.1364259831e+00 5.2401469203e-02
  2951 1.1421093631e+00 5.2296680284e-02
  2953 1.1420965267e+00 5.2192100734e-02
  2955 1.1422425951e+00 5.2087730134e-02
  2957 1.1072984917e+00 5.1983568067e-02
  2959 1.1072984917e+00 5.1879614115e-02
  2961 1.0852964581e+00 5.1775867864e-02
  2963 1.0856772640e+00 5.1672328897e-02
  2965 1.0968283244e+00 5.1568996802e-02
  2967 1.1058849436e+00 5.1465871165e-02
  2969 1.0972210360e+00 5.1362951572e-02
  2971 1.0953201163e+00 5.1260237613e-02
  2973 1.1412473473e+00 5.1157728877e-02
  2975 1.1407414633e+00 5.1055424953e-02
  2977 1.1402695818e+00 5.0953325433e-02
  2979 1.1402695818e+00 5.0851429908e-02
  2981 1.1676943994e+00 5.0749737970e-02
  2983 1.1188522483e+00 5.0648249212e-02
  2985 1.1319945297e+00 5.0546963230e-02
  2987 1.1322305674e+00 5.0445879617e-02
  2989 1.1345988242e+00 5.0344997969e-02
  2991 1.1334425144e+00 5.0244317882e-02
  2993 1.1551280554e+00 5.0143838955e-02
  2995 1.1560236112e+00 5.0043560785e-02
  2997 1.1547108016e+00 4.9943482970e-02
  2999 1.1525308916e+00 4.9843605112e-02
  3001 1.2120610930e+00 4.9743926809e-02
  3003 1.2120610930e+00 4.9644447664e-02
  3005 1.2116861065e+00 4.9545167278e-02
  3007 1.2039150304e+00 4.9446085254e-02
  3009 1.2025245903e+00 4.9347201197e-02
  3011 1.2025642833e+00 4.9248514710e-02
  3013 1.2049939443e+00 4.9150025399e-02
  3015 1.2050350832e+00 4.9051732869e-02
  3017 1.2562991825e+00 4.8953636728e-02
  3019 1.2562991825e+00 4.8855736584e-02
  3021 1.2562991825e+00 4.8758032043e-02
  3023 1.2199320875e+00 4.8660522717e-02
  3025 1.2284045710e+00 4.8563208215e-02
  3027 1.2289371727e+00 4.8466088147e-02
  3029 1.2204440684e+00 4.8369162125e-02
  3031 1.2245487711e+00 4.8272429761e-02
  3033 1.2251125603e+00 4.8175890669e-02
  3035 1.1581692418e+00 4.8079544462e-02
  3037 1.1576999135e+00 4.7983390755e-02
  3039 1.1576999135e+00 4.7887429163e-02
  3041 1.1577180229e+00 4.7791659302e-02
  3043 1.1577180229e+00 4.7696080790e-02
  3045 1.1577180229e+00 4.7600693244e-02
  3047 1.1658411201e+00 4.7505496282e-02
  3049 1.1659635358e+00 4.7410489524e-02
  3051 1.1245693324e+00 4.7315672590e-02
  3053 1.1245693324e+00 4.7221045099e-02
  3055 1.0943608686e+00 4.7126606675e-02
  3057 1.0856137644e+00 4.7032356939e-02
  3059 1.0854252476e+00 4.6938295514e-02
  3061 1.0824580548e+00 4.6844422024e-02
  3063 1.0829472504e+00 4.6750736093e-02
  3065 1.0587671004e+00 4.6657237347e-02
  3067 1.0612824245e+00 4.6563925411e-02
  3069 1.0880185286e+00 4.6470799913e-02
  3071 1.0770207225e+00 4.6377860479e-02
  3073 1.0496728835e+00 4.6285106739e-02
  3075 1.0492829828e+00 4.6192538321e-02
  3077 1.0492829828e+00 4.6100154854e-02
  3079 1.0506852275e+00 4.6007955970e-02
  3081 1.0507895784e+00 4.5915941300e-02
  3083 1.0511713127e+00 4.5824110475e-02
  3085 1.0462992211e+00 4.5732463128e-02
  3087 1.0463848791e+00 4.5640998892e-02
  3089 1.0501351484e+00 4.5549717402e-02
  3091 1.0501351484e+00 4.5458618293e-02
  3093 1.0508837564e+00 4.5367701200e-02
  3095 1.0428505666e+00 4.5276965759e-02
  3097 1.0428505666e+00 4.5186411608e-02
  3099 1.0399210689e+00 4.5096038384e-02
  3101 1.0174519607e+00 4.5005845726e-02
  3103 1.0132917515e+00 4.4915833273e-02
  3105 1.0084145692e+00 4.4826000665e-02
  3107 1.0084425303e+00 4.4736347543e-02
  3109 1.0084618745e+00 4.4646873548e-02
  3111 1.0067752504e+00 4.4557578321e-02
  3113 1.0068521988e+00 4.4468461507e-02
  3115 1.0070735523e+00 4.4379522749e-02
  3117 1.0100677674e+00 4.4290761690e-02
  3119 1.0098696381e+00 4.4202177976e-02
  3121 1.0223608028e+00 4.4113771252e-02
  3123 1.0178724730e+00 4.4025541165e-02
  3125 1.0186718878e+00 4.3937487362e-02
  3127 1.0185044790e+00 4.3849609490e-02
  3129 1.0186860712e+00 4.3761907199e-02
  3131 1.0172680465e+00 4.3674380137e-02
  3133 1.0175735700e+00 4.3587027954e-02
  3135 1.0173961298e+00 4.3499850301e-02
  3137 1.0170866760e+00 4.3412846829e-02
  3139 1.0114995361e+00 4.3326017189e-02
  3141 1.0114995361e+00 4.3239361036e-02
  3143 1.0107793331e+00 4.3152878022e-02
  3145 1.0227840510e+00 4.3066567801e-02
  3147 1.0219142206e+00 4.2980430028e-02
  3149 1.0481254392e+00 4.2894464358e-02
  3151 1.0487612098e+00 4.2808670448e-02
  3153 1.0481894968e+00 4.2723047954e-02
  3155 1.0481894968e+00 4.2637596534e-02
  3157 1.0465320582e+00 4.2552315846e-02
  3159 1.0464749635e+00 4.2467205549e-02
  3161 1.0464749635e+00 4.2382265303e-02
  3163 1.0528109378e+00 4.2297494767e-02
  3165 1.0323068267e+00 4.2212893603e-02
  3167 1.0324428245e+00 4.2128461472e-02
  3169 1.0323289460e+00 4.2044198036e-02
  3171 1.0260690234e+00 4.1960102959e-02
  3173 1.0262799114e+00 4.1876175905e-02
  3175 1.0221493820e+00 4.1792416536e-02
  3177 1.0225561927e+00 4.1708824519e-02
  3179 1.0221389677e+00 4.1625399519e-02
  3181 1.0406910556e+00 4.1542141202e-02
  3183 1.0382846910e+00 4.1459049235e-02
  3185 1.0385035287e+00 4.1376123286e-02
  3187 1.0398923648e+00 4.1293363023e-02
  3189 1.0402611639e+00 4.1210768116e-02
  3191 1.0409290660e+00 4.1128338233e-02
  3193 1.0409347258e+00 4.1046073045e-02
  3195 1.0405210870e+00 4.0963972223e-02
  3197 1.0723769793e+00 4.0882035439e-02
  3199 1.0720122302e+00 4.0800262364e-02
  3201 1.0716439277e+00 4.0718652673e-02
  3203 1.0712156147e+00 4.0637206037e-02
  3205 1.0713906709e+00 4.0555922132e-02
  3207 1.0566705456e+00 4.0474800632e-02
  3209 1.0570922865e+00 4.0393841213e-02
  3211 1.0562761827e+00 4.0313043552e-02
  3213 1.0666138985e+00 4.0232407324e-02
  3215 1.0640829053e+00 4.0151932207e-02
  3217 1.0638589164e+00 4.0071617880e-02
  3219 1.0777672352e+00 3.9991464020e-02
  3221 1.0947948590e+00 3.9911470309e-02
  3223 1.1012369721e+00 3.9831636425e-02
  3225 1.1010244521e+00 3.9751962049e-02
  3227 1.0981838786e+00 3.9672446862e-02
  3229 1.0979453935e+00 3.9593090548e-02
  3231 1.0975432932e+00 3.9513892787e-02
  3233 1.1510574418e+00 3.9434853263e-02
  3235 1.1883316826e+00 3.9355971660e-02
  3237 1.1889792636e+00 3.9277247663e-02
  3239 1.2334822003e+00 3.9198680957e-02
  3241 1.2376988437e+00 3.9120271227e-02
  3243 1.2380923165e+00 3.9042018160e-02
  3245 1.2315053798e+00 3.8963921442e-02
  3247 1.2315053798e+00 3.8885980762e-02
  3249 1.1871793004e+00 3.8808195807e-02
  3251 1.1871793004e+00 3.8730566267e-02
  3253 1.1860436487e+00 3.8653091831e-02
  3255 1.2220604871e+00 3.8575772188e-02
  3257 1.2226379081e+00 3.8498607031e-02
  3259 1.1753959616e+00 3.8421596050e-02
  3261 1.1777734936e+00 3.8344738936e-02
  3263 1.1777734936e+00 3.8268035384e-02
  3265 1.1335765984e+00 3.8191485085e-02
  3267 1.1341281287e+00 3.8115087733e-02
  3269 1.1367412316e+00 3.8038843024e-02
  3271 1.1428509506e+00 3.7962750652e-02
  3273 1.1428509506e+00 3.7886810312e-02
  3275 1.1347301800e+00 3.7811021701e-02
  3277 1.1482169945e+00 3.7735384516e-02
  3279 1.1485414218e+00 3.7659898454e-02
  3281 1.1490909040e+00 3.7584563214e-02
  3283 1.1490909040e+00 3.7509378493e-02
  3285 1.1490909040e+00 3.7434343992e-02
  3287 1.1525090275e+00 3.7359459409e-02
  3289 1.1540070940e+00 3.7284724447e-02
  3291 1.1540775472e+00 3.7210138804e-02
  3293 1.1527058338e+00 3.7135702184e-02
  3295 1.1498972774e+00 3.7061414288e-02
  3297 1.1592384133e+00 3.6987274820e-02
  3299 1.1589024216e+00 3.6913283482e-02
  3301 1.1396299576e+00 3.6839439979e-02
  3303 1.1397408116e+00 3.6765744016e-02
  3305 1.1427822971e+00 3.6692195297e-02
  3307 1.1492135359e+00 3.6618793529e-02
  3309 1.1492135359e+00 3.6545538417e-02
  3311 1.1492135359e+00 3.6472429670e-02
  3313 1.1492135359e+00 3.6399466993e-02
  3315 1.1162730500e+00 3.6326650097e-02
  3317 1.1130065731e+00 3.6253978688e-02
  3319 1.1253198933e+00 3.6181452477e-02
  3321 1.1226444389e+00 3.6109071174e-02
  3323 1.1181534061e+00 3.6036834488e-02
  3325 1.0760223947e+00 3.5964742131e-02
  3327 1.0761026980e+00 3.5892793815e-02
  3329 1.0761026980e+00 3.5820989252e-02
  3331 1.0716217345e+00 3.5749328155e-02
  3333 1.0420921380e+00 3.5677810236e-02
  3335 1.0420921380e+00 3.5606435211e-02
  3337 1.0463548515e+00 3.5535202792e-02
  3339 1.0466849499e+00 3.5464112697e-02
  3341 1.0458573917e+00 3.5393164639e-02
  3343 1.0456554285e+00 3.5322358336e-02
  3345 1.0720730959e+00 3.5251693503e-02
  3347 1.0709621989e+00 3.5181169860e-02
  3349 1.0709621989e+00 3.5110787122e-02
  3351 1.0706665091e+00 3.5040545009e-02
  3353 1.0705557748e+00 3.4970443241e-02
  3355 1.0704873961e+00 3.4900481535e-02
  3357 1.0824279229e+00 3.4830659613e-02
  3359 1.0821611229e+00 3.4760977196e-02
  3361 1.0837447066e+00 3.4691434004e-02
  3363 1.0817429379e+00 3.4622029759e-02
  3365 1.0818333159e+00 3.4552764184e-02
  3367 1.1267536592e+00 3.4483637002e-02
  3369 1.1245364527e+00 3.4414647936e-02
  3371 1.1245364527e+00 3.4345796710e-02
  3373 1.1212077135e+00 3.4277083050e-02
  3375 1.1013781964e+00 3.4208506679e-02
  3377 1.1024674509e+00 3.4140067324e-02
  3379 1.1137260957e+00 3.4071764710e-02
  3381 1.0907246078e+00 3.4003598566e-02
  3383 1.0894002128e+00 3.3935568617e-02
  3385 1.0903853470e+00 3.3867674593e-02
  3387 1.1301405604e+00 3.3799916221e-02
  3389 1.1507539809e+00 3.3732293230e-02
  3391 1.1505848585e+00 3.3664805350e-02
  3393 1.1502565641e+00 3.3597452310e-02
  3395 1.1342633699e+00 3.3530233843e-02
  3397 1.1342633699e+00 3.3463149678e-02
  3399 1.1336307189e+00 3.3396199547e-02
  3401 1.1336307189e+00 3.3329383182e-02
  3403 1.1322212531e+00 3.3262700317e-02
  3405 1.1322212531e+00 3.3196150684e-02
  3407 1.1322810053e+00 3.3129734018e-02
  3409 1.1555072924e+00 3.3063450052e-02
  3411 1.1556611881e+00 3.2997298521e-02
  3413 1.1474695085e+00 3.2931279162e-02
  3415 1.0996294229e+00 3.2865391709e-02
  3417 1.1056856849e+00 3.2799635899e-02
  3419 1.1061269661e+00 3.2734011469e-02
  3421 1.1062451829e+00 3.2668518158e-02
  3423 1.1075479291e+00 3.2603155702e-02
  3425 1.1077585134e+00 3.2537923840e-02
  3427 1.1077585134e+00 3.2472822311e-02
  3429 1.1146676000e+00 3.2407850856e-02
  3431 1.1144280251e+00 3.2343009213e-02
  3433 1.0803793104e+00 3.2278297125e-02
  3435 1.0791064497e+00 3.2213714331e-02
  3437 1.0801327194e+00 3.2149260573e-02
  3439 1.0803712301e+00 3.2084935595e-02
  3441 1.0828102038e+00 3.2020739137e-02
  3443 1.0826887241e+00 3.1956670945e-02
  3445 1.0775229305e+00 3.1892730760e-02
  3447 1.1212004172e+00 3.1828918329e-02
  3449 1.1212004172e+00 3.1765233394e-02
  3451 1.1344263700e+00 3.1701675702e-02
  3453 1.1846923623e+00 3.1638244999e-02
  3455 1.1812141680e+00 3.1574941030e-02
  3457 1.1800262628e+00 3.1511763542e-02
  3459 1.2181088192e+00 3.1448712283e-02
  3461 1.2087703070e+00 3.1385787001e-02
  3463 1.2088549172e+00 3.1322987444e-02
  3465 1.2088549172e+00 3.1260313360e-02
  3467 1.2190894980e+00 3.1197764499e-02
  3469 1.2116648822e+00 3.1135340610e-02
  3471 1.2116648822e+00 3.1073041445e-02
  3473 1.2399923158e+00 3.1010866754e-02
  3475 1.1882476089e+00 3.0948816287e-02
  3477 1.1357347705e+00 3.0886889798e-02
  3479 1.0915256382e+00 3.0825087038e-02
  3481 1.0915256382e+00 3.0763407760e-02
  3483 1.0910944629e+00 3.0701851717e-02
  3485 1.0944774661e+00 3.0640418663e-02
  3487 1.0985388933e+00 3.0579108352e-02
  3489 1.0950693754e+00 3.0517920540e-02
  3491 1.1008107685e+00 3.0456854981e-02
  3493 1.1007338041e+00 3.0395911430e-02
  3495 1.1014860290e+00 3.0335089646e-02
  3497 1.1069466595e+00 3.0274389383e-02
  3499 1.1107154240e+00 3.0213810399e-02
  3501 1.1003521131e+00 3.0153352453e-02
  3503 1.1003521131e+00 3.0093015301e-02
  3505 1.1107154240e+00 3.0032798703e-02
  3507 1.1105283132e+00 2.9972702418e-02
  3509 1.1128469456e+00 2.9912726205e-02
  3511 1.1118977436e+00 2.9852869825e-02
  3513 1.1010552681e+00 2.9793133038e-02
  3515 1.1010552681e+00 2.9733515606e-02
  3517 1.1013260149e+00 2.9674017289e-02
  3519 1.0843472622e+00 2.9614637849e-02
  3521 1.0843472622e+00 2.9555377050e-02
  3523 1.0843472622e+00 2.9496234654e-02
  3525 1.0839260563e+00 2.9437210425e-02
  3527 1.0849245992e+00 2.9378304126e-02
  3529 1.0849245992e+00 2.9319515522e-02
  3531 1.0862080801e+00 2.9260844378e-02
  3533 1.0851949662e+00 2.9202290458e-02
  3535 1.0803567712e+00 2.9143853530e-02
  3537 1.0793520648e+00 2.9085533358e-02
  3539 1.0852830515e+00 2.9027329711e-02
  3541 1.1186070489e+00 2.8969242354e-02
  3543 1.0843353330e+00 2.8911271056e-02
  3545 1.0783189385e+00 2.8853415585e-02
  3547 1.0770723465e+00 2.8795675709e-02
  3549 1.0656668504e+00 2.8738051197e-02
  3551 1.0656668504e+00 2.8680541819e-02
  3553 1.1013953966e+00 2.8623147345e-02
  3555 1.0988837291e+00 2.8565867545e-02
  3557 1.0988837291e+00 2.8508702191e-02
  3559 1.0993625105e+00 2.8451651052e-02
  3561 1.1028791240e+00 2.8394713902e-02
  3563 1.1028934261e+00 2.8337890513e-02
  3565 1.0772291228e+00 2.8281180657e-02
  3567 1.0679786430e+00 2.8224584107e-02
  3569 1.0678236443e+00 2.8168100637e-02
  3571 1.0684048515e+00 2.8111730021e-02
  3573 1.0776147597e+00 2.8055472034e-02
  3575 1.0810572259e+00 2.7999326450e-02
  3577 1.0915544367e+00 2.7943293045e-02
  3579 1.1368573846e+00 2.7887371595e-02
  3581 1.1377793373e+00 2.7831561876e-02
  3583 1.1356965908e+00 2.7775863665e-02
  3585 1.1262258788e+00 2.7720276740e-02
